ID1	ID2	Type
hsa-miR-548ay-5p	FAM135A	regulator-target
GATA3	TEK	regulator-target
GATA3	ZEB1	regulator-target
GATA3	LOX	regulator-target
GATA3	STAT4	regulator-target
GATA3	CD8A	regulator-target
GATA3	MMP1	regulator-target
GATA3	ERG	regulator-target
GATA3	EPOR	regulator-target
GATA3	HSD17B1	regulator-target
GATA2	CYBB	regulator-target
GATA2	SPI1	regulator-target
GATA2	ANGPT2	regulator-target
GATA2	PECAM1	regulator-target
HIF1A	PLAU	regulator-target
HIF1A	SERPINE1	regulator-target
HIF1A	SETD2	regulator-target
HIF1A	PPARA	regulator-target
HIF1A	PIK3CA	regulator-target
HIF1A	MIF	regulator-target
HIF1A	ZNF217	regulator-target
HIF1A	VIM	regulator-target
HIF1A	LOX	regulator-target
HIF1A	MMP2	regulator-target
HIF1A	TGFB3	regulator-target
HIF1A	TIMP2	regulator-target
HIF1A	TWIST1	regulator-target
HIF1A	CXCL12	regulator-target
HIF1A	NR3C1	regulator-target
HIF1A	RECK	regulator-target
HIF1A	RORA	regulator-target
HIF1A	ALDOA	regulator-target
HIF1A	E2F3	regulator-target
HIF1A	XPC	regulator-target
HIF1A	TLR2	regulator-target
HIF1A	ALOX5AP	regulator-target
HIF1A	CXCR4	regulator-target
HIF1A	ITGB2	regulator-target
HIF1A	PTGES	regulator-target
HIF1A	EDNRB	regulator-target
HIF1A	ARNT2	regulator-target
GATA1	CYBB	regulator-target
GATA1	FLI1	regulator-target
GATA1	SPI1	regulator-target
GATA1	AGGF1	regulator-target
GATA1	BACH1	regulator-target
GATA1	CBFB	regulator-target
GATA1	EPOR	regulator-target
GATA1	DPYSL2	regulator-target
GATA1	DICER1	regulator-target
GATA1	BACE1	regulator-target
GATA1	RUNX1	regulator-target
GATA1	SMAD1	regulator-target
GATA1	TAL1	regulator-target
GATA1	F13A1	regulator-target
hsa-miR-302c-3p	SON	regulator-target
hsa-miR-302c-3p	NR2C2	regulator-target
hsa-miR-302c-3p	NFIB	regulator-target
hsa-miR-302c-3p	YOD1	regulator-target
hsa-miR-302c-3p	ARID4B	regulator-target
hsa-miR-302c-3p	CREBRF	regulator-target
hsa-miR-520d-3p	NFIB	regulator-target
hsa-miR-520d-3p	YOD1	regulator-target
hsa-miR-520d-3p	ARID4B	regulator-target
hsa-miR-520d-3p	CREBRF	regulator-target
hsa-miR-6867-5p	SPN	regulator-target
hsa-miR-6867-5p	CHST11	regulator-target
hsa-miR-6867-5p	GIMAP1	regulator-target
hsa-miR-6867-5p	MPEG1	regulator-target
hsa-miR-6867-5p	PPP1R16B	regulator-target
hsa-miR-6867-5p	PRKCB	regulator-target
hsa-miR-6867-5p	SLC43A3	regulator-target
hsa-miR-6867-5p	MAP3K2	regulator-target
hsa-miR-6867-5p	ATMIN	regulator-target
hsa-miR-6867-5p	CCSER2	regulator-target
hsa-miR-6867-5p	CREBRF	regulator-target
hsa-miR-6867-5p	EOGT	regulator-target
hsa-miR-6867-5p	FAM117B	regulator-target
hsa-miR-6867-5p	HPS3	regulator-target
hsa-miR-6867-5p	KANSL1L	regulator-target
hsa-miR-6867-5p	LPP	regulator-target
hsa-miR-6867-5p	OSBPL9	regulator-target
hsa-miR-6867-5p	PURA	regulator-target
hsa-miR-6867-5p	MBNL3	regulator-target
hsa-miR-6867-5p	UBLCP1	regulator-target
hsa-miR-6867-5p	CHIC1	regulator-target
hsa-miR-6867-5p	ZNF655	regulator-target
hsa-miR-6867-5p	CAMK4	regulator-target
hsa-miR-6867-5p	AMOTL1	regulator-target
hsa-miR-6867-5p	CD93	regulator-target
hsa-miR-6867-5p	CDH6	regulator-target
hsa-miR-6867-5p	INHBA	regulator-target
hsa-miR-6867-5p	KATNAL1	regulator-target
hsa-miR-6867-5p	LATS2	regulator-target
hsa-miR-6867-5p	MAF	regulator-target
hsa-miR-6867-5p	MYO5A	regulator-target
hsa-miR-6867-5p	NAV1	regulator-target
hsa-miR-6867-5p	PLXDC2	regulator-target
hsa-miR-6867-5p	RUNX1T1	regulator-target
hsa-miR-6867-5p	SSPN	regulator-target
hsa-miR-6867-5p	TMEM47	regulator-target
hsa-miR-6867-5p	ZEB1	regulator-target
hsa-miR-6867-5p	STARD8	regulator-target
hsa-miR-6867-5p	CLIC6	regulator-target
hsa-miR-6867-5p	ITGA11	regulator-target
hsa-miR-6867-5p	ASH1L	regulator-target
hsa-miR-6867-5p	ZRANB1	regulator-target
hsa-miR-6867-5p	KIF1B	regulator-target
hsa-miR-6867-5p	PAPSS2	regulator-target
hsa-miR-6867-5p	ELOVL6	regulator-target
hsa-miR-6867-5p	MCM8	regulator-target
hsa-miR-6867-5p	CHORDC1	regulator-target
hsa-miR-6867-5p	ESCO2	regulator-target
hsa-miR-6867-5p	SYNPO	regulator-target
hsa-miR-6867-5p	EHD3	regulator-target
hsa-miR-6867-5p	GLI2	regulator-target
hsa-miR-6867-5p	CHST2	regulator-target
hsa-miR-6867-5p	ACVR2B	regulator-target
hsa-miR-6867-5p	RALGAPB	regulator-target
hsa-miR-6867-5p	GPR173	regulator-target
hsa-miR-6867-5p	MAPK10	regulator-target
hsa-miR-6867-5p	DDHD1	regulator-target
hsa-miR-6867-5p	MGRN1	regulator-target
hsa-miR-6867-5p	NACC1	regulator-target
hsa-miR-6867-5p	NCDN	regulator-target
hsa-miR-6867-5p	ELFN1	regulator-target
hsa-miR-6867-5p	ZNF134	regulator-target
hsa-miR-6867-5p	SRGAP2	regulator-target
hsa-miR-6867-5p	PPP2R1B	regulator-target
hsa-miR-6867-5p	PROX1	regulator-target
hsa-miR-6867-5p	ZNF529	regulator-target
hsa-miR-6867-5p	VAMP4	regulator-target
hsa-miR-6867-5p	GPBP1L1	regulator-target
hsa-miR-6867-5p	GTF2H1	regulator-target
hsa-miR-6867-5p	SNAP29	regulator-target
hsa-miR-6867-5p	TIPRL	regulator-target
hsa-miR-6867-5p	SNX2	regulator-target
hsa-miR-6867-5p	REEP5	regulator-target
hsa-miR-6867-5p	SIGMAR1	regulator-target
hsa-miR-6867-5p	DCAKD	regulator-target
hsa-miR-6867-5p	DOCK1	regulator-target
hsa-miR-6867-5p	EP300	regulator-target
hsa-miR-6867-5p	KAT6A	regulator-target
hsa-miR-6867-5p	ARHGAP35	regulator-target
hsa-miR-6867-5p	MNT	regulator-target
hsa-miR-6867-5p	UBN2	regulator-target
hsa-miR-6867-5p	BRWD3	regulator-target
hsa-miR-6867-5p	ROCK2	regulator-target
hsa-miR-6867-5p	NLK	regulator-target
hsa-miR-6867-5p	CREB3L2	regulator-target
hsa-miR-6867-5p	FOXN3	regulator-target
hsa-miR-6867-5p	SATB1	regulator-target
hsa-miR-6867-5p	KLF7	regulator-target
hsa-miR-6867-5p	ANO8	regulator-target
JUN	GSTP1	regulator-target
JUN	ITGB8	regulator-target
JUN	MSR1	regulator-target
JUN	BATF3	regulator-target
JUN	CCL5	regulator-target
JUN	CSF1	regulator-target
JUN	CTSL	regulator-target
JUN	ITGAX	regulator-target
JUN	MMP1	regulator-target
JUN	SPI1	regulator-target
JUN	CXCL8	regulator-target
JUN	IL1B	regulator-target
JUN	SOD2	regulator-target
JUN	CCL2	regulator-target
JUN	DCN	regulator-target
JUN	ETS1	regulator-target
JUN	GJA1	regulator-target
JUN	PTN	regulator-target
JUN	RUNX2	regulator-target
JUN	VCAM1	regulator-target
JUN	SYK	regulator-target
JUN	CYP2J2	regulator-target
JUN	PLAT	regulator-target
JUN	ELN	regulator-target
JUN	MMP2	regulator-target
JUN	TNC	regulator-target
JUN	TIMP2	regulator-target
JUN	NOS3	regulator-target
JUN	CDKN1A	regulator-target
JUN	NOS2	regulator-target
JUN	MGP	regulator-target
JUN	HEY1	regulator-target
JUN	FAS	regulator-target
JUN	MAPK8	regulator-target
JUN	VEGFA	regulator-target
JUN	NEIL1	regulator-target
JUN	LDHA	regulator-target
JUN	EZH2	regulator-target
JUN	NAMPT	regulator-target
JUN	MMP9	regulator-target
CREBBP	HOXA10	regulator-target
CREBBP	HOXA9	regulator-target
CREBBP	PPARA	regulator-target
CREBBP	EP300	regulator-target
CREBBP	CREB1	regulator-target
CREBBP	EGFR	regulator-target
JUND	CDKN1A	regulator-target
JUND	NOS2	regulator-target
JUND	CLU	regulator-target
JUND	BCL6	regulator-target
JUND	ITGAV	regulator-target
JUND	TGFB1	regulator-target
JUND	TIMP1	regulator-target
JUND	ITGB3	regulator-target
hsa-miR-301b-3p	SECISBP2L	regulator-target
hsa-miR-301b-3p	BRWD1	regulator-target
hsa-miR-301b-3p	DDX6	regulator-target
hsa-miR-301b-3p	DYNC1LI2	regulator-target
hsa-miR-301b-3p	RFX7	regulator-target
hsa-miR-301b-3p	RPS6KA5	regulator-target
hsa-miR-301b-3p	CLIP1	regulator-target
hsa-miR-301b-3p	CDK19	regulator-target
hsa-miR-301b-3p	FMR1	regulator-target
hsa-miR-4789-3p	PIK3R1	regulator-target
hsa-miR-4789-3p	CREB1	regulator-target
hsa-miR-4789-3p	PURA	regulator-target
hsa-miR-4789-3p	NR2C2	regulator-target
FLI1	COL1A2	regulator-target
FLI1	ERG	regulator-target
FLI1	IGFBP3	regulator-target
FLI1	FLI1	regulator-target
FLI1	HMOX1	regulator-target
FLI1	MMP1	regulator-target
FOSL2	CLU	regulator-target
FOSL2	BCL6	regulator-target
FOSL2	TGFB1	regulator-target
FOSL2	TIMP1	regulator-target
REL	IL2RA	regulator-target
REL	BCL2A1	regulator-target
REL	BIRC3	regulator-target
REL	CCL5	regulator-target
REL	ICAM1	regulator-target
REL	IL1B	regulator-target
REL	TNFAIP3	regulator-target
REL	SOD2	regulator-target
hsa-miR-20a-5p	MAP3K2	regulator-target
hsa-miR-20a-5p	ARHGAP12	regulator-target
hsa-miR-20a-5p	ARID4B	regulator-target
hsa-miR-20a-5p	BNIP2	regulator-target
hsa-miR-20a-5p	CLOCK	regulator-target
hsa-miR-20a-5p	DYNC1LI2	regulator-target
hsa-miR-20a-5p	ELK4	regulator-target
hsa-miR-20a-5p	FAM117B	regulator-target
hsa-miR-20a-5p	FAM126B	regulator-target
hsa-miR-20a-5p	FCHO2	regulator-target
hsa-miR-20a-5p	ITGB8	regulator-target
hsa-miR-20a-5p	REST	regulator-target
hsa-miR-20a-5p	RUFY2	regulator-target
hsa-miR-20a-5p	U2SURP	regulator-target
hsa-miR-20a-5p	NPAT	regulator-target
hsa-miR-20a-5p	PTPN4	regulator-target
hsa-miR-20a-5p	ZNF800	regulator-target
hsa-miR-20a-5p	RPS6KA5	regulator-target
hsa-miR-20a-5p	AAK1	regulator-target
hsa-miR-20a-5p	AKTIP	regulator-target
hsa-miR-20a-5p	ANKIB1	regulator-target
hsa-miR-20a-5p	NFAT5	regulator-target
hsa-miR-20a-5p	TGFBR2	regulator-target
hsa-miR-20a-5p	RBL2	regulator-target
hsa-miR-20a-5p	ZFYVE26	regulator-target
hsa-miR-20a-5p	FYCO1	regulator-target
hsa-miR-20a-5p	NCOA3	regulator-target
hsa-miR-20a-5p	NR2C2	regulator-target
hsa-miR-20a-5p	CNOT4	regulator-target
hsa-miR-20a-5p	NABP1	regulator-target
hsa-miR-20a-5p	CCND1	regulator-target
hsa-miR-20a-5p	ZNFX1	regulator-target
hsa-miR-20a-5p	KLHL28	regulator-target
hsa-miR-20a-5p	CEP97	regulator-target
hsa-miR-20a-5p	FRS2	regulator-target
hsa-miR-20a-5p	EIF5A2	regulator-target
hsa-miR-20a-5p	PPP6C	regulator-target
hsa-miR-20a-5p	ZNF652	regulator-target
hsa-miR-20a-5p	RAB22A	regulator-target
hsa-miR-20a-5p	PURB	regulator-target
hsa-miR-20a-5p	ZC3H12C	regulator-target
hsa-miR-20a-5p	SPRED1	regulator-target
hsa-miR-20a-5p	KMT2B	regulator-target
hsa-miR-20a-5p	ZBTB7A	regulator-target
hsa-miR-20a-5p	MAP3K14	regulator-target
hsa-miR-20a-5p	UBXN2A	regulator-target
hsa-miR-20a-5p	REEP3	regulator-target
SNAI1	FN1	regulator-target
SNAI1	SNAI1	regulator-target
SNAI1	THBS1	regulator-target
HOXD3	ITGB1	regulator-target
HOXD3	ITGAV	regulator-target
HOXD3	ITGA5	regulator-target
HOXD3	ITGB3	regulator-target
EZH2	CDKN2B	regulator-target
EZH2	RPLP0	regulator-target
EZH2	ADAMTS1	regulator-target
EZH2	SNAI2	regulator-target
EZH2	APC	regulator-target
EZH2	DACT3	regulator-target
EZH2	AXL	regulator-target
EZH2	TWIST1	regulator-target
EZH2	MMP2	regulator-target
EZH2	BRCA1	regulator-target
EZH2	KPNB1	regulator-target
hsa-miR-101-3p	NEK7	regulator-target
hsa-miR-101-3p	MOB4	regulator-target
hsa-miR-101-3p	SACM1L	regulator-target
hsa-miR-101-3p	RAC1	regulator-target
hsa-miR-101-3p	MBNL1	regulator-target
hsa-miR-101-3p	AEBP2	regulator-target
hsa-miR-101-3p	LCOR	regulator-target
hsa-miR-101-3p	TGFBR1	regulator-target
hsa-miR-101-3p	RAB5A	regulator-target
hsa-miR-101-3p	MORC3	regulator-target
hsa-miR-101-3p	TNPO1	regulator-target
hsa-miR-101-3p	FBN2	regulator-target
hsa-miR-101-3p	DCBLD2	regulator-target
hsa-miR-101-3p	ZEB1	regulator-target
hsa-miR-101-3p	RORA	regulator-target
hsa-miR-101-3p	ZNF827	regulator-target
hsa-miR-101-3p	ATXN1	regulator-target
hsa-miR-92a-3p	PTAR1	regulator-target
hsa-miR-92a-3p	FNIP1	regulator-target
hsa-miR-92a-3p	GTF2A1	regulator-target
hsa-miR-92a-3p	MORC3	regulator-target
hsa-miR-92a-3p	PLEKHA1	regulator-target
hsa-miR-92a-3p	UBXN4	regulator-target
hsa-miR-92a-3p	RSBN1	regulator-target
hsa-miR-92a-3p	RBM27	regulator-target
hsa-miR-92a-3p	C21ORF91	regulator-target
hsa-miR-92a-3p	ERGIC2	regulator-target
hsa-miR-92a-3p	ADAM10	regulator-target
hsa-miR-92a-3p	EDEM1	regulator-target
hsa-miR-92a-3p	LHFPL2	regulator-target
hsa-miR-92a-3p	MAP2K4	regulator-target
hsa-miR-92a-3p	HIPK3	regulator-target
hsa-miR-92a-3p	SYNJ1	regulator-target
hsa-miR-92a-3p	ZFYVE21	regulator-target
hsa-miR-92a-3p	BCL11B	regulator-target
hsa-miR-92a-3p	COG3	regulator-target
hsa-miR-92a-3p	ZFC3H1	regulator-target
hsa-miR-92a-3p	BCL2L11	regulator-target
hsa-miR-92a-3p	CPEB3	regulator-target
hsa-miR-92a-3p	DOCK9	regulator-target
hsa-miR-92a-3p	LATS2	regulator-target
hsa-miR-92a-3p	MAP1B	regulator-target
hsa-miR-92a-3p	PTEN	regulator-target
hsa-miR-92a-3p	G3BP2	regulator-target
CTCF	BBC3	regulator-target
CTCF	RAD21	regulator-target
CTCF	IGF2	regulator-target
CTCF	ETNK2	regulator-target
hsa-miR-548x-3p	PTBP3	regulator-target
hsa-miR-548x-3p	FAM126B	regulator-target
hsa-miR-548x-3p	FOXN2	regulator-target
hsa-miR-548x-3p	SYNCRIP	regulator-target
hsa-miR-548x-3p	DYNC1LI2	regulator-target
hsa-miR-548x-3p	MOB1B	regulator-target
hsa-miR-548x-3p	ZFHX3	regulator-target
GLI2	PDGFRA	regulator-target
GLI2	FOXF1	regulator-target
GLI2	WNT2B	regulator-target
hsa-miR-548ap-5p	CEP120	regulator-target
hsa-miR-548ap-5p	ZDHHC21	regulator-target
hsa-miR-548ap-5p	FAM135A	regulator-target
hsa-miR-551b-5p	UBE2D3	regulator-target
hsa-miR-551b-5p	BTF3L4	regulator-target
hsa-miR-551b-5p	PPP1R2	regulator-target
hsa-miR-3163	MSI2	regulator-target
hsa-miR-3163	NUFIP2	regulator-target
hsa-miR-3163	MSH2	regulator-target
hsa-miR-3163	ATAD2	regulator-target
hsa-miR-3163	SKP2	regulator-target
hsa-miR-3163	SDE2	regulator-target
hsa-miR-3163	FCHO2	regulator-target
hsa-miR-3163	HMGXB4	regulator-target
hsa-miR-3163	PAK2	regulator-target
hsa-miR-3163	PPIL4	regulator-target
hsa-miR-3163	ELF2	regulator-target
hsa-miR-3163	PHIP	regulator-target
hsa-miR-3163	MED13	regulator-target
hsa-miR-3163	SLC7A11	regulator-target
hsa-miR-3163	MAPK8	regulator-target
hsa-miR-3163	CPEB2	regulator-target
hsa-miR-3163	NRIP1	regulator-target
hsa-miR-3163	RNF11	regulator-target
hsa-miR-3163	BTF3L4	regulator-target
hsa-miR-3163	PPP3R1	regulator-target
hsa-miR-3163	RAB18	regulator-target
hsa-miR-3163	FRS2	regulator-target
hsa-miR-3163	PAFAH1B2	regulator-target
hsa-miR-3163	CBX3	regulator-target
hsa-miR-3163	POU2F1	regulator-target
hsa-miR-3163	RBM12B	regulator-target
hsa-miR-3163	SMC3	regulator-target
hsa-miR-3163	UBN2	regulator-target
hsa-miR-3163	OSBPL3	regulator-target
hsa-miR-4255	SUCO	regulator-target
hsa-miR-4255	LCOR	regulator-target
hsa-miR-4255	FRS2	regulator-target
hsa-miR-4524a-5p	RECK	regulator-target
hsa-miR-4524a-5p	AKT3	regulator-target
hsa-miR-4524a-5p	TMEM245	regulator-target
hsa-miR-4524a-5p	ZBTB44	regulator-target
hsa-miR-4524a-5p	CREBRF	regulator-target
hsa-miR-19b-3p	RAPGEF2	regulator-target
hsa-miR-19b-3p	ATXN1	regulator-target
hsa-miR-19b-3p	KLHL42	regulator-target
hsa-miR-19b-3p	TRIM33	regulator-target
hsa-miR-19b-3p	ATXN7L1	regulator-target
hsa-miR-19b-3p	SATB1	regulator-target
hsa-miR-19b-3p	PRICKLE2	regulator-target
hsa-miR-19b-3p	RGL1	regulator-target
hsa-miR-19b-3p	ZMYND11	regulator-target
hsa-miR-19b-3p	CEP350	regulator-target
hsa-miR-19b-3p	CLOCK	regulator-target
hsa-miR-19b-3p	DDX3X	regulator-target
hsa-miR-19b-3p	EPS15	regulator-target
hsa-miR-19b-3p	SECISBP2L	regulator-target
hsa-miR-19b-3p	HOMER1	regulator-target
hsa-miR-19b-3p	ELMOD2	regulator-target
hsa-miR-19b-3p	BMPR2	regulator-target
hsa-miR-19b-3p	ACSL4	regulator-target
hsa-miR-19b-3p	CREBRF	regulator-target
hsa-miR-19b-3p	ARAP2	regulator-target
hsa-miR-19b-3p	CAMSAP1	regulator-target
hsa-miR-19b-3p	DLG5	regulator-target
hsa-miR-19b-3p	CCNT2	regulator-target
hsa-miR-19b-3p	CCNL1	regulator-target
hsa-miR-19b-3p	ZNF217	regulator-target
hsa-miR-19b-3p	ZNF680	regulator-target
hsa-miR-19b-3p	RNF11	regulator-target
hsa-miR-19b-3p	ATF2	regulator-target
hsa-miR-19b-3p	TNRC6B	regulator-target
hsa-miR-19b-3p	AFF1	regulator-target
hsa-miR-19b-3p	WNK1	regulator-target
hsa-miR-19b-3p	RORA	regulator-target
hsa-miR-19b-3p	PPP2R5E	regulator-target
hsa-miR-19b-3p	ATG14	regulator-target
hsa-miR-19b-3p	SKIL	regulator-target
hsa-miR-19b-3p	E2F8	regulator-target
hsa-miR-19b-3p	PATL1	regulator-target
hsa-miR-19b-3p	KPNA6	regulator-target
hsa-miR-1-3p	CEBPZ	regulator-target
hsa-miR-1-3p	EIF1AX	regulator-target
hsa-miR-1-3p	TNKS2	regulator-target
hsa-miR-1-3p	TWF1	regulator-target
hsa-miR-1-3p	GNPDA2	regulator-target
hsa-miR-1-3p	TMCC1	regulator-target
hsa-miR-1-3p	PDCD10	regulator-target
hsa-miR-1-3p	SLC44A1	regulator-target
hsa-miR-1-3p	GJA1	regulator-target
hsa-miR-1-3p	CDK14	regulator-target
hsa-miR-1-3p	FOXP1	regulator-target
hsa-miR-1-3p	SPRED1	regulator-target
hsa-miR-1-3p	MMD	regulator-target
PAX6	MMP2	regulator-target
PAX6	ITGA5	regulator-target
PAX6	ITGB1	regulator-target
FOS	BATF3	regulator-target
FOS	SPI1	regulator-target
FOS	CXCL8	regulator-target
FOS	MMP1	regulator-target
SIRT1	CFH	regulator-target
SIRT1	COL1A2	regulator-target
SIRT1	HIC1	regulator-target
SIRT1	MMP9	regulator-target
SIRT1	FOXP3	regulator-target
SIRT1	MCL1	regulator-target
SIRT1	HIF1A	regulator-target
SIRT1	DLL4	regulator-target
SIRT1	NOTCH1	regulator-target
SIRT1	IL1B	regulator-target
SIRT1	ICAM1	regulator-target
SIRT1	PER1	regulator-target
POU5F1	DDC	regulator-target
POU5F1	CDX2	regulator-target
POU5F1	THY1	regulator-target
POU5F1	HLX	regulator-target
hsa-miR-548aq-3p	PTBP3	regulator-target
hsa-miR-548aq-3p	FAM126B	regulator-target
hsa-miR-548aq-3p	FOXN2	regulator-target
hsa-miR-548aq-3p	SYNCRIP	regulator-target
hsa-miR-548aq-3p	DYNC1LI2	regulator-target
hsa-miR-548aq-3p	MOB1B	regulator-target
hsa-miR-548aq-3p	ZFHX3	regulator-target
hsa-miR-526b-3p	MAP3K2	regulator-target
hsa-miR-526b-3p	ARHGAP12	regulator-target
hsa-miR-526b-3p	ARID4B	regulator-target
hsa-miR-526b-3p	BNIP2	regulator-target
hsa-miR-526b-3p	DYNC1LI2	regulator-target
hsa-miR-526b-3p	ELK4	regulator-target
hsa-miR-526b-3p	FCHO2	regulator-target
hsa-miR-526b-3p	REST	regulator-target
hsa-miR-526b-3p	RUFY2	regulator-target
hsa-miR-526b-3p	U2SURP	regulator-target
hsa-miR-526b-3p	NPAT	regulator-target
hsa-miR-526b-3p	PTPN4	regulator-target
hsa-miR-526b-3p	RPS6KA5	regulator-target
hsa-miR-526b-3p	NFAT5	regulator-target
hsa-miR-526b-3p	TGFBR2	regulator-target
hsa-miR-526b-3p	CCND1	regulator-target
hsa-miR-526b-3p	ZNFX1	regulator-target
hsa-miR-526b-3p	KLHL28	regulator-target
hsa-miR-526b-3p	FRS2	regulator-target
hsa-miR-526b-3p	ZNF652	regulator-target
hsa-miR-526b-3p	ZC3H12C	regulator-target
hsa-miR-526b-3p	SPRED1	regulator-target
hsa-miR-526b-3p	KMT2B	regulator-target
hsa-miR-526b-3p	ZBTB7A	regulator-target
hsa-miR-526b-3p	NABP1	regulator-target
hsa-miR-526b-3p	REEP3	regulator-target
RARA	THBD	regulator-target
RARA	ETS1	regulator-target
RARA	HCK	regulator-target
RARA	ICAM1	regulator-target
hsa-miR-4262	PTBP3	regulator-target
hsa-miR-4262	TNPO1	regulator-target
hsa-miR-4262	ZNF844	regulator-target
hsa-miR-4262	ZNF780B	regulator-target
PPARG	ANGPTL4	regulator-target
PPARG	MMP9	regulator-target
PPARG	SERPINE1	regulator-target
PPARG	TG	regulator-target
PPARG	HMOX1	regulator-target
PPARG	CSF1	regulator-target
PPARG	MMP1	regulator-target
PPARG	ICAM1	regulator-target
PPARG	POU2F1	regulator-target
PPARG	EGFR	regulator-target
PPARG	CAV1	regulator-target
PPARG	CD36	regulator-target
PPARG	FGF1	regulator-target
PPARG	CIITA	regulator-target
hsa-miR-124-3p	SP1	regulator-target
hsa-miR-124-3p	TNRC6B	regulator-target
hsa-miR-124-3p	DENND6A	regulator-target
hsa-miR-124-3p	QSER1	regulator-target
hsa-miR-124-3p	LRRC58	regulator-target
hsa-miR-124-3p	PTBP3	regulator-target
hsa-miR-124-3p	OSBPL8	regulator-target
hsa-miR-124-3p	SMAD5	regulator-target
hsa-miR-124-3p	PIK3C2A	regulator-target
hsa-miR-124-3p	MICAL2	regulator-target
hsa-miR-124-3p	SH3PXD2A	regulator-target
hsa-miR-124-3p	KLHL28	regulator-target
hsa-miR-124-3p	CD164	regulator-target
hsa-miR-124-3p	VAMP3	regulator-target
hsa-miR-124-3p	HTATIP2	regulator-target
hsa-miR-124-3p	RHOG	regulator-target
hsa-miR-124-3p	PALLD	regulator-target
hsa-miR-124-3p	AMOTL1	regulator-target
hsa-miR-124-3p	NRP1	regulator-target
hsa-miR-124-3p	QKI	regulator-target
hsa-miR-124-3p	SNAI2	regulator-target
hsa-miR-124-3p	NFATC1	regulator-target
hsa-miR-124-3p	PRRX1	regulator-target
hsa-miR-124-3p	SHC1	regulator-target
hsa-miR-124-3p	LAMC1	regulator-target
hsa-miR-124-3p	PTPN14	regulator-target
hsa-miR-124-3p	SNX18	regulator-target
hsa-miR-124-3p	ITGB1	regulator-target
hsa-miR-124-3p	SNTB2	regulator-target
hsa-miR-124-3p	GXYLT1	regulator-target
hsa-miR-124-3p	TEAD1	regulator-target
hsa-miR-124-3p	CREBRF	regulator-target
hsa-miR-124-3p	CTNND1	regulator-target
hsa-miR-124-3p	LPP	regulator-target
hsa-miR-124-3p	PTPN12	regulator-target
hsa-miR-124-3p	CREB3L2	regulator-target
hsa-miR-124-3p	SLC30A7	regulator-target
hsa-miR-124-3p	B4GALT1	regulator-target
PPARA	ANGPTL4	regulator-target
PPARA	MMP9	regulator-target
PPARA	SERPINE1	regulator-target
PPARA	NFKBIA	regulator-target
PPARA	HMOX1	regulator-target
PPARA	IL6R	regulator-target
PPARA	SOD2	regulator-target
PPARA	PTGS2	regulator-target
PPARA	ACSL1	regulator-target
PPARA	CD36	regulator-target
PPARA	PDK4	regulator-target
PPARA	LPL	regulator-target
hsa-miR-548b-5p	CEP120	regulator-target
hsa-miR-548b-5p	ZDHHC21	regulator-target
hsa-miR-548b-5p	FAM135A	regulator-target
hsa-miR-25-3p	PTAR1	regulator-target
hsa-miR-25-3p	FNIP1	regulator-target
hsa-miR-25-3p	GTF2A1	regulator-target
hsa-miR-25-3p	PLEKHA1	regulator-target
hsa-miR-25-3p	UBXN4	regulator-target
hsa-miR-25-3p	MAP2K4	regulator-target
hsa-miR-25-3p	EDEM1	regulator-target
hsa-miR-25-3p	LHFPL2	regulator-target
hsa-miR-195-5p	RAB11FIP2	regulator-target
hsa-miR-195-5p	TLK1	regulator-target
hsa-miR-195-5p	N4BP1	regulator-target
hsa-miR-195-5p	MTMR3	regulator-target
hsa-miR-195-5p	CCNE1	regulator-target
hsa-miR-195-5p	PISD	regulator-target
hsa-miR-195-5p	CPEB2	regulator-target
hsa-miR-195-5p	SHOC2	regulator-target
hsa-miR-195-5p	LSM11	regulator-target
hsa-miR-195-5p	TBL1XR1	regulator-target
hsa-miR-195-5p	SREK1	regulator-target
hsa-miR-195-5p	ABL2	regulator-target
hsa-miR-195-5p	UBN2	regulator-target
hsa-miR-195-5p	ATG14	regulator-target
hsa-miR-195-5p	PAFAH1B2	regulator-target
hsa-miR-195-5p	RECK	regulator-target
hsa-miR-195-5p	AKT3	regulator-target
hsa-miR-195-5p	TNRC6B	regulator-target
hsa-miR-195-5p	LUZP1	regulator-target
hsa-miR-195-5p	ARIH1	regulator-target
hsa-miR-195-5p	ZBTB34	regulator-target
hsa-miR-195-5p	NUP50	regulator-target
hsa-miR-195-5p	SEC24A	regulator-target
hsa-miR-195-5p	PAFAH1B1	regulator-target
hsa-miR-195-5p	SPRED1	regulator-target
hsa-miR-195-5p	KIF23	regulator-target
hsa-miR-195-5p	ZNF367	regulator-target
hsa-miR-195-5p	SMURF1	regulator-target
hsa-miR-195-5p	NAPG	regulator-target
hsa-miR-19a-3p	RAPGEF2	regulator-target
hsa-miR-19a-3p	ATXN1	regulator-target
hsa-miR-19a-3p	KLHL42	regulator-target
hsa-miR-19a-3p	TRIM33	regulator-target
hsa-miR-19a-3p	PRICKLE2	regulator-target
hsa-miR-19a-3p	RGL1	regulator-target
hsa-miR-19a-3p	ZMYND11	regulator-target
hsa-miR-19a-3p	CEP350	regulator-target
hsa-miR-19a-3p	CLOCK	regulator-target
hsa-miR-19a-3p	DDX3X	regulator-target
hsa-miR-19a-3p	EPS15	regulator-target
hsa-miR-19a-3p	PIK3CA	regulator-target
hsa-miR-19a-3p	SECISBP2L	regulator-target
