Protein	Protein	Input
KRT83	KRTAP13-3	1
KRTAP10-1	KRTAP13-3	1
KRTAP12-3	KRTAP13-3	1
KRTAP3-1	KRTAP13-3	1
KRTAP3-2	KRTAP13-3	1
KRTAP5-11	KRTAP13-3	1
KRTAP5-6	KRTAP13-3	1
KRTAP9-2	KRTAP13-3	1
KRTAP9-3	KRTAP13-3	1
LNX1	KRTAP13-3	1
LONRF1	KRTAP13-3	1
MGAT5B	KRTAP13-3	1
MLX	KRTAP13-3	1
NEK6	KRTAP13-3	1
OTX1	KRTAP13-3	1
PAX9	KRTAP13-3	1
PCSK5	KRTAP13-3	1
POU4F2	KRTAP13-3	1
R3HDM2	KRTAP13-3	1
RBPMS	KRTAP13-3	1
RUNX1T1	KRTAP13-3	1
SLIT1	KRTAP13-3	1
SMARCC1	KRTAP13-3	1
SPAG8	KRTAP13-3	1
TCP11	KRTAP13-3	1
TEKT4	KRTAP13-3	1
TLX3	KRTAP13-3	1
TOLLIP	KRTAP13-3	1
TRIM59	KRTAP13-3	1
TRIM68	KRTAP13-3	1
TSSK3	KRTAP13-3	1
UBL5	KRTAP13-3	1
VWC2	KRTAP13-3	1
ZNF319	KRTAP13-3	1
ZNF330	KRTAP13-3	1
ZNF414	KRTAP13-3	1
BAG4	KRTAP13-4	1
CDR2L	KRTAP13-4	1
FCHO1	KRTAP13-4	1
GEMIN4	KRTAP13-4	1
HOXA1	KRTAP13-4	1
RHOXF2	KRTAP13-4	1
ADAMTSL4	KRTAP1-5	1
C19orf66	KRTAP1-5	1
CATSPER1	KRTAP1-5	1
CREB5	KRTAP1-5	1
CRH	KRTAP1-5	1
CYSRT1	KRTAP1-5	1
DMRT3	KRTAP1-5	1
FADS6	KRTAP1-5	1
FAM124B	KRTAP1-5	1
GRN	KRTAP1-5	1
GUCD1	KRTAP1-5	1
HOXA1	KRTAP1-5	1
HOXB9	KRTAP1-5	1
KPRP	KRTAP1-5	1
KRTAP4-11	KRTAP1-5	1
KRTAP4-4	KRTAP1-5	1
KRTAP5-11	KRTAP1-5	1
KRTAP5-3	KRTAP1-5	1
KRTAP5-6	KRTAP1-5	1
LCE1B	KRTAP1-5	1
LCE1D	KRTAP1-5	1
LCE1E	KRTAP1-5	1
LCE2B	KRTAP1-5	1
LCE2D	KRTAP1-5	1
LCE3A	KRTAP1-5	1
LCE3D	KRTAP1-5	1
LCE4A	KRTAP1-5	1
LCE5A	KRTAP1-5	1
NMU	KRTAP1-5	1
NUFIP2	KRTAP1-5	1
OTX1	KRTAP1-5	1
PLSCR4	KRTAP1-5	1
SDCBP	KRTAP1-5	1
SMCP	KRTAP1-5	1
WNT11	KRTAP1-5	1
YY1	KRTAP1-5	1
ACY3	KRTAP15-1	1
ANKHD1	KRTAP15-1	1
ATN1	KRTAP15-1	1
CAMK2A	KRTAP15-1	1
CCDC24	KRTAP15-1	1
CERCAM	KRTAP15-1	1
DAZAP2	KRTAP15-1	1
DTX2	KRTAP15-1	1
FCHO1	KRTAP15-1	1
FOXD2	KRTAP15-1	1
GEMIN4	KRTAP15-1	1
GRN	KRTAP15-1	1
HOXA1	KRTAP15-1	1
HR	KRTAP15-1	1
INTS11	KRTAP15-1	1
ITGB4	KRTAP15-1	1
KRTAP11-1	KRTAP15-1	1
KRTAP13-2	KRTAP15-1	1
KRTAP19-1	KRTAP15-1	1
KRTAP6-2	KRTAP15-1	1
MGAT5B	KRTAP15-1	1
OTX1	KRTAP15-1	1
PATZ1	KRTAP15-1	1
PEF1	KRTAP15-1	1
PITX2	KRTAP15-1	1
POU1F1	KRTAP15-1	1
POU2AF1	KRTAP15-1	1
PSMB1	KRTAP15-1	1
RBPMS	KRTAP15-1	1
RHOXF2	KRTAP15-1	1
RIN1	KRTAP15-1	1
SLC15A2	KRTAP15-1	1
SMUG1	KRTAP15-1	1
SOX14	KRTAP15-1	1
SPAG8	KRTAP15-1	1
TEKT3	KRTAP15-1	1
TEKT5	KRTAP15-1	1
TFAP2D	KRTAP15-1	1
TLE3	KRTAP15-1	1
TOLLIP	KRTAP15-1	1
UBAP2	KRTAP15-1	1
UFSP1	KRTAP15-1	1
VAC14	KRTAP15-1	1
VPS37C	KRTAP15-1	1
VWCE	KRTAP15-1	1
WDR25	KRTAP15-1	1
YPEL3	KRTAP15-1	1
ZBTB32	KRTAP15-1	1
ZIC1	KRTAP15-1	1
AES	KRTAP17-1	1
C19orf66	KRTAP17-1	1
CATSPER1	KRTAP17-1	1
CELF5	KRTAP17-1	1
CNNM3	KRTAP17-1	1
CXCL16	KRTAP17-1	1
DOCK2	KRTAP17-1	1
GLP1R	KRTAP17-1	1
GNE	KRTAP17-1	1
HOXB9	KRTAP17-1	1
HPCAL1	KRTAP17-1	1
ITGB4	KRTAP17-1	1
KRTAP4-4	KRTAP17-1	1
LCE1E	KRTAP17-1	1
LCE2B	KRTAP17-1	1
LCE3A	KRTAP17-1	1
LCE3D	KRTAP17-1	1
MRGBP	KRTAP17-1	1
MT1B	KRTAP17-1	1
NMU	KRTAP17-1	1
OTX1	KRTAP17-1	1
PRKAB2	KRTAP17-1	1
PRM2	KRTAP17-1	1
SPDYE2B	KRTAP17-1	1
THAP7	KRTAP17-1	1
VASN	KRTAP17-1	1
WNT11	KRTAP17-1	1
YY1	KRTAP17-1	1
ZBTB25	KRTAP17-1	1
ZDHHC1	KRTAP17-1	1
ZNF101	KRTAP17-1	1
ZNF575	KRTAP17-1	1
ZNF696	KRTAP17-1	1
BAHD1	KRTAP19-1	1
BCL6	KRTAP19-1	1
BHLHE40	KRTAP19-1	1
CCDC120	KRTAP19-1	1
CCDC24	KRTAP19-1	1
CERK	KRTAP19-1	1
DAZAP2	KRTAP19-1	1
DTX2	KRTAP19-1	1
ENKD1	KRTAP19-1	1
FAM168A	KRTAP19-1	1
FOXI1	KRTAP19-1	1
HEMK1	KRTAP19-1	1
HHEX	KRTAP19-1	1
INO80B	KRTAP19-1	1
MGAT5B	KRTAP19-1	1
PATZ1	KRTAP19-1	1
PEF1	KRTAP19-1	1
PLAC8	KRTAP19-1	1
PLSCR4	KRTAP19-1	1
PROP1	KRTAP19-1	1
PSMB1	KRTAP19-1	1
PSMB2	KRTAP19-1	1
RBPMS	KRTAP19-1	1
RHBG	KRTAP19-1	1
RNF44	KRTAP19-1	1
RUSC1	KRTAP19-1	1
SNRPB	KRTAP19-1	1
TEKT4	KRTAP19-1	1
TLX3	KRTAP19-1	1
VENTX	KRTAP19-1	1
ZC3H10	KRTAP19-1	1
ZIC1	KRTAP19-1	1
ZNF414	KRTAP19-1	1
ZNF503	KRTAP19-1	1
ADAMTSL4	KRTAP19-2	1
ANAPC11	KRTAP19-2	1
ATN1	KRTAP19-2	1
C11orf16	KRTAP19-2	1
CHRD	KRTAP19-2	1
COL8A1	KRTAP19-2	1
CREB5	KRTAP19-2	1
EFEMP1	KRTAP19-2	1
ETHE1	KRTAP19-2	1
FAM46D	KRTAP19-2	1
FBLN1	KRTAP19-2	1
FOXD2	KRTAP19-2	1
FOXH1	KRTAP19-2	1
GNE	KRTAP19-2	1
HOXC8	KRTAP19-2	1
HSD3B7	KRTAP19-2	1
MEIS2	KRTAP19-2	1
MGAT5B	KRTAP19-2	1
MKRN3	KRTAP19-2	1
OLIG3	KRTAP19-2	1
OTX1	KRTAP19-2	1
PCSK5	KRTAP19-2	1
PIGS	KRTAP19-2	1
POU4F2	KRTAP19-2	1
RHBG	KRTAP19-2	1
SLC12A4	KRTAP19-2	1
SLC15A3	KRTAP19-2	1
SMARCC1	KRTAP19-2	1
SNRPC	KRTAP19-2	1
SPAG8	KRTAP19-2	1
TEKT4	KRTAP19-2	1
TFAP2D	KRTAP19-2	1
VENTX	KRTAP19-2	1
VWC2L	KRTAP19-2	1
WDYHV1	KRTAP19-2	1
ZIC1	KRTAP19-2	1
ARID5A	KRTAP19-3	1
BOLL	KRTAP19-3	1
CAMK2A	KRTAP19-3	1
CAMK2B	KRTAP19-3	1
CAMK2G	KRTAP19-3	1
CREB5	KRTAP19-3	1
CYSRT1	KRTAP19-3	1
DAZAP2	KRTAP19-3	1
GLIS2	KRTAP19-3	1
LASP1	KRTAP19-3	1
NAF1	KRTAP19-3	1
POU2AF1	KRTAP19-3	1
RBPMS	KRTAP19-3	1
SMR3A	KRTAP19-3	1
TNIP1	KRTAP19-3	1
UBQLN2	KRTAP19-3	1
VAC14	KRTAP19-3	1
KLHL42	KRTAP19-4	1
LASP1	KRTAP19-4	1
AES	KRTAP19-5	1
ANKHD1	KRTAP19-5	1
APOBEC1	KRTAP19-5	1
ATN1	KRTAP19-5	1
ATPAF2	KRTAP19-5	1
BHLHE40	KRTAP19-5	1
C11orf16	KRTAP19-5	1
C9orf24	KRTAP19-5	1
CAMK2A	KRTAP19-5	1
CAMK2B	KRTAP19-5	1
CATSPER1	KRTAP19-5	1
CCDC17	KRTAP19-5	1
CELF5	KRTAP19-5	1
CHRD	KRTAP19-5	1
COL8A1	KRTAP19-5	1
CRACR2A	KRTAP19-5	1
CREB5	KRTAP19-5	1
CRYAB	KRTAP19-5	1
DAB1	KRTAP19-5	1
DAZAP2	KRTAP19-5	1
DMRT3	KRTAP19-5	1
DMRTB1	KRTAP19-5	1
EFEMP2	KRTAP19-5	1
ENKD1	KRTAP19-5	1
ESRP1	KRTAP19-5	1
EVX2	KRTAP19-5	1
FAM168A	KRTAP19-5	1
FAM214B	KRTAP19-5	1
GLIS2	KRTAP19-5	1
GLYCTK	KRTAP19-5	1
GRINA	KRTAP19-5	1
GUCD1	KRTAP19-5	1
HAPLN2	KRTAP19-5	1
HGS	KRTAP19-5	1
HOXB9	KRTAP19-5	1
KIFC3	KRTAP19-5	1
KRT34	KRTAP19-5	1
KRTAP15-1	KRTAP19-5	1
KRTAP6-2	KRTAP19-5	1
KRTAP8-1	KRTAP19-5	1
MAGED1	KRTAP19-5	1
MAPK1IP1L	KRTAP19-5	1
MGAT5B	KRTAP19-5	1
MYOZ3	KRTAP19-5	1
MYPOP	KRTAP19-5	1
OIP5	KRTAP19-5	1
OLIG3	KRTAP19-5	1
OXER1	KRTAP19-5	1
P4HA3	KRTAP19-5	1
PATZ1	KRTAP19-5	1
PITX1	KRTAP19-5	1
PITX2	KRTAP19-5	1
PLSCR4	KRTAP19-5	1
POU2AF1	KRTAP19-5	1
PPP1R16A	KRTAP19-5	1
PPP1R32	KRTAP19-5	1
PRKAG3	KRTAP19-5	1
PRPF31	KRTAP19-5	1
PSMA3	KRTAP19-5	1
PSMB2	KRTAP19-5	1
PSMB4	KRTAP19-5	1
RBPMS	KRTAP19-5	1
RBPMS2	KRTAP19-5	1
RHOXF2	KRTAP19-5	1
RNF38	KRTAP19-5	1
RNF44	KRTAP19-5	1
RUSC1	KRTAP19-5	1
SEMA3B	KRTAP19-5	1
SERF2	KRTAP19-5	1
SNRPC	KRTAP19-5	1
SOHLH1	KRTAP19-5	1
TCF7L2	KRTAP19-5	1
TEKT3	KRTAP19-5	1
TEX37	KRTAP19-5	1
TNIP1	KRTAP19-5	1
TSPYL6	KRTAP19-5	1
VAC14	KRTAP19-5	1
VEZF1	KRTAP19-5	1
VPS37C	KRTAP19-5	1
ZBTB32	KRTAP19-5	1
ZIC1	KRTAP19-5	1
ZNF414	KRTAP19-5	1
ATPAF2	KRTAP19-6	1
BCAS2	KRTAP19-6	1
C11orf16	KRTAP19-6	1
C20orf85	KRTAP19-6	1
C9orf24	KRTAP19-6	1
CATSPER1	KRTAP19-6	1
CCDC24	KRTAP19-6	1
CCNK	KRTAP19-6	1
CERK	KRTAP19-6	1
CREB5	KRTAP19-6	1
CRY2	KRTAP19-6	1
DMRTB1	KRTAP19-6	1
DTX2	KRTAP19-6	1
ENKD1	KRTAP19-6	1
FAM214B	KRTAP19-6	1
FAM46B	KRTAP19-6	1
FANCL	KRTAP19-6	1
FNDC11	KRTAP19-6	1
FOXH1	KRTAP19-6	1
GUCD1	KRTAP19-6	1
HOXA1	KRTAP19-6	1
HSF4	KRTAP19-6	1
KIFC3	KRTAP19-6	1
LASP1	KRTAP19-6	1
LONRF1	KRTAP19-6	1
MEIS2	KRTAP19-6	1
MGAT5B	KRTAP19-6	1
MKRN3	KRTAP19-6	1
MYOZ3	KRTAP19-6	1
MYPOP	KRTAP19-6	1
NOC4L	KRTAP19-6	1
OIP5	KRTAP19-6	1
PATZ1	KRTAP19-6	1
PLAC8	KRTAP19-6	1
PLSCR4	KRTAP19-6	1
POU4F2	KRTAP19-6	1
PPP1R32	KRTAP19-6	1
PROP1	KRTAP19-6	1
PSMB2	KRTAP19-6	1
RBPMS2	KRTAP19-6	1
RHOXF2	KRTAP19-6	1
RUNX1T1	KRTAP19-6	1
SLC25A18	KRTAP19-6	1
SMN1	KRTAP19-6	1
SNRPB	KRTAP19-6	1
SNRPC	KRTAP19-6	1
SPAG8	KRTAP19-6	1
TEKT4	KRTAP19-6	1
TEKT5	KRTAP19-6	1
TFAP2D	KRTAP19-6	1
TSPYL6	KRTAP19-6	1
VENTX	KRTAP19-6	1
VPS37C	KRTAP19-6	1
WDYHV1	KRTAP19-6	1
ZNF414	KRTAP19-6	1
AES	KRTAP19-7	1
ANKS1A	KRTAP19-7	1
ARID5A	KRTAP19-7	1
ARMC7	KRTAP19-7	1
ATPAF2	KRTAP19-7	1
ATXN1L	KRTAP19-7	1
BAHD1	KRTAP19-7	1
BHLHE40	KRTAP19-7	1
C11orf16	KRTAP19-7	1
CAMK2A	KRTAP19-7	1
CAMK2B	KRTAP19-7	1
CATSPER1	KRTAP19-7	1
CCDC24	KRTAP19-7	1
CCNK	KRTAP19-7	1
COL8A1	KRTAP19-7	1
CYSRT1	KRTAP19-7	1
DAB1	KRTAP19-7	1
DAZAP2	KRTAP19-7	1
DTX2	KRTAP19-7	1
EVX2	KRTAP19-7	1
FAM168A	KRTAP19-7	1
FOXD2	KRTAP19-7	1
FOXH1	KRTAP19-7	1
FOXI1	KRTAP19-7	1
GLIS2	KRTAP19-7	1
GNE	KRTAP19-7	1
GSX1	KRTAP19-7	1
HOMER3	KRTAP19-7	1
HOXA1	KRTAP19-7	1
HSF4	KRTAP19-7	1
IRX6	KRTAP19-7	1
KPRP	KRTAP19-7	1
KRT34	KRTAP19-7	1
KRTAP10-8	KRTAP19-7	1
KRTAP12-3	KRTAP19-7	1
KRTAP12-4	KRTAP19-7	1
KRTAP26-1	KRTAP19-7	1
KRTAP3-3	KRTAP19-7	1
KRTAP6-3	KRTAP19-7	1
KRTAP9-2	KRTAP19-7	1
LONRF1	KRTAP19-7	1
MAPK1IP1L	KRTAP19-7	1
MGAT5B	KRTAP19-7	1
MKRN3	KRTAP19-7	1
NAF1	KRTAP19-7	1
NEU4	KRTAP19-7	1
NOTO	KRTAP19-7	1
NOXA1	KRTAP19-7	1
OTX1	KRTAP19-7	1
PATZ1	KRTAP19-7	1
PAX7	KRTAP19-7	1
PITX1	KRTAP19-7	1
PITX2	KRTAP19-7	1
PLSCR3	KRTAP19-7	1
PLSCR4	KRTAP19-7	1
POU2AF1	KRTAP19-7	1
POU4F2	KRTAP19-7	1
PROP1	KRTAP19-7	1
PRR13	KRTAP19-7	1
PSMB1	KRTAP19-7	1
PSMB2	KRTAP19-7	1
RBPMS	KRTAP19-7	1
RBPMS2	KRTAP19-7	1
RHOXF2	KRTAP19-7	1
RNF44	KRTAP19-7	1
ROR2	KRTAP19-7	1
SMN1	KRTAP19-7	1
SMN2	KRTAP19-7	1
SPAG8	KRTAP19-7	1
TCAP	KRTAP19-7	1
TCF7L2	KRTAP19-7	1
TEKT5	KRTAP19-7	1
TEX37	KRTAP19-7	1
TFAP2D	KRTAP19-7	1
TLX3	KRTAP19-7	1
TNIP1	KRTAP19-7	1
TOLLIP	KRTAP19-7	1
TPRX1	KRTAP19-7	1
VAC14	KRTAP19-7	1
VENTX	KRTAP19-7	1
VGLL3	KRTAP19-7	1
VPS37C	KRTAP19-7	1
ZIC1	KRTAP19-7	1
ADAMTSL4	KRTAP21-2	1
BEX2	KRTAP21-2	1
CLCNKA	KRTAP21-2	1
DMRTB1	KRTAP21-2	1
EFEMP1	KRTAP21-2	1
FOXD2	KRTAP21-2	1
GATA2	KRTAP21-2	1
LCE1A	KRTAP21-2	1
LCE5A	KRTAP21-2	1
MKRN3	KRTAP21-2	1
NTN4	KRTAP21-2	1
PLSCR4	KRTAP21-2	1
POU4F2	KRTAP21-2	1
RNF38	KRTAP21-2	1
RNF44	KRTAP21-2	1
SMARCC1	KRTAP21-2	1
SMN1	KRTAP21-2	1
SNRPC	KRTAP21-2	1
SPAG8	KRTAP21-2	1
TCF7L2	KRTAP21-2	1
VENTX	KRTAP21-2	1
ZIC1	KRTAP21-2	1
CAMK2A	KRTAP22-1	1
CHRD	KRTAP22-1	1
CREB5	KRTAP22-1	1
FOXD2	KRTAP22-1	1
MEIS2	KRTAP22-1	1
MGAT5B	KRTAP22-1	1
OTX1	KRTAP22-1	1
RNF44	KRTAP22-1	1
SMARCC1	KRTAP22-1	1
SNRPC	KRTAP22-1	1
VENTX	KRTAP22-1	1
ZIC1	KRTAP22-1	1
ZNHIT2	KRTAP22-1	1
ADAMTSL3	KRTAP2-3	1
BAHD1	KRTAP2-3	1
BCL6B	KRTAP2-3	1
BEX2	KRTAP2-3	1
C11orf87	KRTAP2-3	1
C19orf66	KRTAP2-3	1
CATSPER1	KRTAP2-3	1
CBX2	KRTAP2-3	1
CHIC2	KRTAP2-3	1
CNNM3	KRTAP2-3	1
CREB5	KRTAP2-3	1
CTSZ	KRTAP2-3	1
CXCL16	KRTAP2-3	1
CYSRT1	KRTAP2-3	1
DHX57	KRTAP2-3	1
DMRT3	KRTAP2-3	1
FAM161A	KRTAP2-3	1
GEMIN4	KRTAP2-3	1
GGN	KRTAP2-3	1
HAPLN2	KRTAP2-3	1
HHEX	KRTAP2-3	1
HOXA1	KRTAP2-3	1
HOXB9	KRTAP2-3	1
IGSF8	KRTAP2-3	1
ITGB4	KRTAP2-3	1
JOSD1	KRTAP2-3	1
KLHL38	KRTAP2-3	1
KRTAP1-1	KRTAP2-3	1
KRTAP4-11	KRTAP2-3	1
KRTAP4-4	KRTAP2-3	1
KRTAP5-11	KRTAP2-3	1
KRTAP5-2	KRTAP2-3	1
KRTAP9-3	KRTAP2-3	1
KRTAP9-8	KRTAP2-3	1
LCE1B	KRTAP2-3	1
LCE1D	KRTAP2-3	1
LCE1E	KRTAP2-3	1
LCE2A	KRTAP2-3	1
LCE2B	KRTAP2-3	1
LCE2C	KRTAP2-3	1
LCE2D	KRTAP2-3	1
LCE3A	KRTAP2-3	1
LCE3D	KRTAP2-3	1
LNX1	KRTAP2-3	1
MCRS1	KRTAP2-3	1
MOBP	KRTAP2-3	1
NKD1	KRTAP2-3	1
NPDC1	KRTAP2-3	1
NUFIP2	KRTAP2-3	1
OTX1	KRTAP2-3	1
P2RY6	KRTAP2-3	1
PHLDA1	KRTAP2-3	1
PIGS	KRTAP2-3	1
PRKAB2	KRTAP2-3	1
PTPMT1	KRTAP2-3	1
RHBDL1	KRTAP2-3	1
SDC3	KRTAP2-3	1
SPATA3	KRTAP2-3	1
SPRED2	KRTAP2-3	1
TFAP2D	KRTAP2-3	1
TMEM190	KRTAP2-3	1
TNP2	KRTAP2-3	1
TRIM42	KRTAP2-3	1
TTPA	KRTAP2-3	1
VASN	KRTAP2-3	1
VWC2	KRTAP2-3	1
YY1	KRTAP2-3	1
ZBTB24	KRTAP2-3	1
ZDHHC1	KRTAP2-3	1
ZNF165	KRTAP2-3	1
ZNF264	KRTAP2-3	1
ZNF440	KRTAP2-3	1
ZNF491	KRTAP2-3	1
ZNF524	KRTAP2-3	1
ZNF575	KRTAP2-3	1
ZNF581	KRTAP2-3	1
ZNF587	KRTAP2-3	1
ZNF672	KRTAP2-3	1
ZNF764	KRTAP2-3	1
ZNF786	KRTAP2-3	1
ZNF792	KRTAP2-3	1
BHLHE40	KRTAP23-1	1
CAMK2A	KRTAP23-1	1
HOXA1	KRTAP23-1	1
RBPMS	KRTAP23-1	1
TEX37	KRTAP23-1	1
YPEL3	KRTAP23-1	1
ADAMTSL3	KRTAP2-4	1
BAHD1	KRTAP2-4	1
BCL6B	KRTAP2-4	1
BEX2	KRTAP2-4	1
C11orf87	KRTAP2-4	1
C19orf66	KRTAP2-4	1
CATSPER1	KRTAP2-4	1
CBX2	KRTAP2-4	1
CHIC2	KRTAP2-4	1
CNNM3	KRTAP2-4	1
CREB5	KRTAP2-4	1
CTSZ	KRTAP2-4	1
CXCL16	KRTAP2-4	1
CYSRT1	KRTAP2-4	1
DHX57	KRTAP2-4	1
DMRT3	KRTAP2-4	1
FAM161A	KRTAP2-4	1
GEMIN4	KRTAP2-4	1
GGN	KRTAP2-4	1
HAPLN2	KRTAP2-4	1
HHEX	KRTAP2-4	1
HOXA1	KRTAP2-4	1
HOXB9	KRTAP2-4	1
IGSF8	KRTAP2-4	1
ITGB4	KRTAP2-4	1
JOSD1	KRTAP2-4	1
KLHL38	KRTAP2-4	1
KRTAP1-1	KRTAP2-4	1
KRTAP12-4	KRTAP2-4	1
KRTAP4-11	KRTAP2-4	1
KRTAP4-12	KRTAP2-4	1
KRTAP4-4	KRTAP2-4	1
KRTAP5-11	KRTAP2-4	1
KRTAP5-2	KRTAP2-4	1
KRTAP9-3	KRTAP2-4	1
KRTAP9-8	KRTAP2-4	1
LCE1B	KRTAP2-4	1
LCE1D	KRTAP2-4	1
LCE1E	KRTAP2-4	1
LCE2A	KRTAP2-4	1
LCE2B	KRTAP2-4	1
LCE2C	KRTAP2-4	1
LCE2D	KRTAP2-4	1
LCE3A	KRTAP2-4	1
LCE3D	KRTAP2-4	1
LNX1	KRTAP2-4	1
MCRS1	KRTAP2-4	1
MOBP	KRTAP2-4	1
NKD1	KRTAP2-4	1
NPDC1	KRTAP2-4	1
NUFIP2	KRTAP2-4	1
OTX1	KRTAP2-4	1
P2RY6	KRTAP2-4	1
PHLDA1	KRTAP2-4	1
PIGS	KRTAP2-4	1
PRKAB2	KRTAP2-4	1
PTPMT1	KRTAP2-4	1
RHBDL1	KRTAP2-4	1
SDC3	KRTAP2-4	1
SPATA3	KRTAP2-4	1
SPRED2	KRTAP2-4	1
TFAP2D	KRTAP2-4	1
TMEM190	KRTAP2-4	1
TNP2	KRTAP2-4	1
TRIM42	KRTAP2-4	1
TTPA	KRTAP2-4	1
VASN	KRTAP2-4	1
VWC2	KRTAP2-4	1
YY1	KRTAP2-4	1
ZBTB24	KRTAP2-4	1
ZDHHC1	KRTAP2-4	1
ZNF165	KRTAP2-4	1
ZNF264	KRTAP2-4	1
ZNF440	KRTAP2-4	1
ZNF491	KRTAP2-4	1
ZNF524	KRTAP2-4	1
ZNF575	KRTAP2-4	1
ZNF581	KRTAP2-4	1
ZNF587	KRTAP2-4	1
ZNF672	KRTAP2-4	1
ZNF764	KRTAP2-4	1
ZNF786	KRTAP2-4	1
ZNF792	KRTAP2-4	1
ACY3	KRTAP26-1	1
ARID5A	KRTAP26-1	1
C19orf54	KRTAP26-1	1
CARD10	KRTAP26-1	1
CCNJL	KRTAP26-1	1
CELF5	KRTAP26-1	1
CERCAM	KRTAP26-1	1
COL8A1	KRTAP26-1	1
CYSRT1	KRTAP26-1	1
DAZAP2	KRTAP26-1	1
DTX2	KRTAP26-1	1
EFEMP2	KRTAP26-1	1
FAM168B	KRTAP26-1	1
FAM222B	KRTAP26-1	1
FAM46A	KRTAP26-1	1
GRN	KRTAP26-1	1
HGS	KRTAP26-1	1
HOXA1	KRTAP26-1	1
ID3	KRTAP26-1	1
INTS11	KRTAP26-1	1
KRT34	KRTAP26-1	1
KRTAP1-1	KRTAP26-1	1
KRTAP11-1	KRTAP26-1	1
KRTAP12-1	KRTAP26-1	1
KRTAP13-2	KRTAP26-1	1
KRTAP19-6	KRTAP26-1	1
KRTAP21-2	KRTAP26-1	1
KRTAP26-1	KRTAP26-1	1
KRTAP4-4	KRTAP26-1	1
KRTAP6-1	KRTAP26-1	1
KRTAP6-2	KRTAP26-1	1
KRTAP8-1	KRTAP26-1	1
KRTAP9-8	KRTAP26-1	1
LASP1	KRTAP26-1	1
LCE2B	KRTAP26-1	1
MAPKBP1	KRTAP26-1	1
MGAT5B	KRTAP26-1	1
OTX1	KRTAP26-1	1
PITX1	KRTAP26-1	1
PLA2G10	KRTAP26-1	1
PM20D2	KRTAP26-1	1
PRR35	KRTAP26-1	1
PSMA3	KRTAP26-1	1
RASD1	KRTAP26-1	1
RBPMS	KRTAP26-1	1
RECK	KRTAP26-1	1
RHOXF2	KRTAP26-1	1
SF1	KRTAP26-1	1
SIVA1	KRTAP26-1	1
SLC15A2	KRTAP26-1	1
SMARCC1	KRTAP26-1	1
SMUG1	KRTAP26-1	1
SPAG8	KRTAP26-1	1
SPATA12	KRTAP26-1	1
SSC4D	KRTAP26-1	1
STK16	KRTAP26-1	1
TEKT3	KRTAP26-1	1
TEKT4	KRTAP26-1	1
TEX37	KRTAP26-1	1
TFAP2D	KRTAP26-1	1
TFG	KRTAP26-1	1
TRIM42	KRTAP26-1	1
TRIP13	KRTAP26-1	1
TRIP6	KRTAP26-1	1
VASN	KRTAP26-1	1
VENTX	KRTAP26-1	1
YTHDF1	KRTAP26-1	1
ZNF34	KRTAP26-1	1
ADAM12	KRTAP3-1	1
AGXT	KRTAP3-1	1
ANAPC11	KRTAP3-1	1
BMP7	KRTAP3-1	1
C20orf85	KRTAP3-1	1
CDKN1A	KRTAP3-1	1
CERK	KRTAP3-1	1
CFP	KRTAP3-1	1
CNNM3	KRTAP3-1	1
CREB5	KRTAP3-1	1
CTRC	KRTAP3-1	1
CYSRT1	KRTAP3-1	1
DMRT3	KRTAP3-1	1
DOCK2	KRTAP3-1	1
FAM168A	KRTAP3-1	1
FAM222B	KRTAP3-1	1
FOXH1	KRTAP3-1	1
FRS3	KRTAP3-1	1
GATA2	KRTAP3-1	1
GNE	KRTAP3-1	1
GPS2	KRTAP3-1	1
GSTP1	KRTAP3-1	1
HCK	KRTAP3-1	1
HEY2	KRTAP3-1	1
HOXB9	KRTAP3-1	1
HR	KRTAP3-1	1
HSF4	KRTAP3-1	1
IL16	KRTAP3-1	1
ITGB4	KRTAP3-1	1
KRTAP10-8	KRTAP3-1	1
KRTAP13-2	KRTAP3-1	1
KRTAP15-1	KRTAP3-1	1
KRTAP26-1	KRTAP3-1	1
KRTAP4-11	KRTAP3-1	1
KRTAP6-1	KRTAP3-1	1
KRTAP9-3	KRTAP3-1	1
KRTAP9-8	KRTAP3-1	1
LCE1B	KRTAP3-1	1
LCE2B	KRTAP3-1	1
LCE3A	KRTAP3-1	1
LCE3D	KRTAP3-1	1
LCE4A	KRTAP3-1	1
LCE5A	KRTAP3-1	1
LMO4	KRTAP3-1	1
LRRC41	KRTAP3-1	1
MAPKBP1	KRTAP3-1	1
MRPL40	KRTAP3-1	1
MYPOP	KRTAP3-1	1
OTX1	KRTAP3-1	1
PATZ1	KRTAP3-1	1
PCSK5	KRTAP3-1	1
PHLDA1	KRTAP3-1	1
PKIB	KRTAP3-1	1
PLSCR4	KRTAP3-1	1
POLR1C	KRTAP3-1	1
PPP1R32	KRTAP3-1	1
PTPMT1	KRTAP3-1	1
PVR	KRTAP3-1	1
RBPMS	KRTAP3-1	1
RECK	KRTAP3-1	1
REEP6	KRTAP3-1	1
RNF44	KRTAP3-1	1
SAMD7	KRTAP3-1	1
SMARCC1	KRTAP3-1	1
SPAG8	KRTAP3-1	1
TEKT3	KRTAP3-1	1
TEX37	KRTAP3-1	1
TLX3	KRTAP3-1	1
VASN	KRTAP3-1	1
VENTX	KRTAP3-1	1
VGLL3	KRTAP3-1	1
WDR25	KRTAP3-1	1
WDYHV1	KRTAP3-1	1
YPEL3	KRTAP3-1	1
