Pathway	Gene	Input
Longevity regulating pathway	SESN1	1
Longevity regulating pathway	SESN3	1
Longevity regulating pathway	SESN2	1
Longevity regulating pathway	CAMK4	1
Longevity regulating pathway - multiple species	INS	1
Longevity regulating pathway - multiple species	INSR	1
Longevity regulating pathway - multiple species	IGF1	1
Longevity regulating pathway - multiple species	IGF1R	1
Longevity regulating pathway - multiple species	IRS1	1
Longevity regulating pathway - multiple species	IRS2	1
Longevity regulating pathway - multiple species	IRS4	1
Longevity regulating pathway - multiple species	HRAS	1
Longevity regulating pathway - multiple species	KRAS	1
Longevity regulating pathway - multiple species	NRAS	1
Longevity regulating pathway - multiple species	PIK3CA	1
Longevity regulating pathway - multiple species	PIK3CD	1
Longevity regulating pathway - multiple species	PIK3CB	1
Longevity regulating pathway - multiple species	PIK3R1	1
Longevity regulating pathway - multiple species	PIK3R2	1
Longevity regulating pathway - multiple species	PIK3R3	1
Longevity regulating pathway - multiple species	AKT1	1
Longevity regulating pathway - multiple species	AKT2	1
Longevity regulating pathway - multiple species	AKT3	1
Longevity regulating pathway - multiple species	ADCY1	1
Longevity regulating pathway - multiple species	ADCY2	1
Longevity regulating pathway - multiple species	ADCY3	1
Longevity regulating pathway - multiple species	ADCY4	1
Longevity regulating pathway - multiple species	ADCY5	1
Longevity regulating pathway - multiple species	ADCY6	1
Longevity regulating pathway - multiple species	ADCY7	1
Longevity regulating pathway - multiple species	ADCY8	1
Longevity regulating pathway - multiple species	ADCY9	1
Longevity regulating pathway - multiple species	PRKACA	1
Longevity regulating pathway - multiple species	PRKACB	1
Longevity regulating pathway - multiple species	PRKACG	1
Longevity regulating pathway - multiple species	FOXO1	1
Longevity regulating pathway - multiple species	FOXO3	1
Longevity regulating pathway - multiple species	SOD2	1
Longevity regulating pathway - multiple species	CAT	1
Longevity regulating pathway - multiple species	ATG5	1
Longevity regulating pathway - multiple species	PRKAA1	1
Longevity regulating pathway - multiple species	PRKAA2	1
Longevity regulating pathway - multiple species	PRKAB1	1
Longevity regulating pathway - multiple species	PRKAB2	1
Longevity regulating pathway - multiple species	PRKAG1	1
Longevity regulating pathway - multiple species	PRKAG3	1
Longevity regulating pathway - multiple species	PRKAG2	1
Longevity regulating pathway - multiple species	MTOR	1
Longevity regulating pathway - multiple species	RPTOR	1
Longevity regulating pathway - multiple species	AKT1S1	1
Longevity regulating pathway - multiple species	RPS6KB1	1
Longevity regulating pathway - multiple species	RPS6KB2	1
Longevity regulating pathway - multiple species	SIRT1	1
Longevity regulating pathway - multiple species	SOD1	1
Longevity regulating pathway - multiple species	EIF4EBP2	1
Longevity regulating pathway - multiple species	HSPA8	1
Longevity regulating pathway - multiple species	HSPA1A	1
Longevity regulating pathway - multiple species	HSPA2	1
Longevity regulating pathway - multiple species	HSPA1L	1
Longevity regulating pathway - multiple species	HSPA1B	1
Longevity regulating pathway - multiple species	HSPA6	1
Longevity regulating pathway - multiple species	CRYAB	1
Longevity regulating pathway - multiple species	HDAC1	1
Longevity regulating pathway - multiple species	HDAC2	1
Longevity regulating pathway - multiple species	FOXA2	1
Longevity regulating pathway - multiple species	CLPB	1
Circadian rhythm	CSNK1D	1
Circadian rhythm	CSNK1E	1
Circadian rhythm	TPTEP2-CSNK1E	1
Circadian rhythm	PER1	1
Circadian rhythm	PER2	1
Circadian rhythm	PER3	1
Circadian rhythm	CRY1	1
Circadian rhythm	CRY2	1
Circadian rhythm	ARNTL	1
Circadian rhythm	CLOCK	1
Circadian rhythm	NPAS2	1
Circadian rhythm	NR1D1	1
Circadian rhythm	RORA	1
Circadian rhythm	RORB	1
Circadian rhythm	RORC	1
Circadian rhythm	BHLHE40	1
Circadian rhythm	BHLHE41	1
Circadian rhythm	RBX1	1
Circadian rhythm	CUL1	1
Circadian rhythm	SKP1	1
Circadian rhythm	BTRC	1
Circadian rhythm	FBXW11	1
Circadian rhythm	FBXL3	1
Circadian rhythm	PRKAA1	1
Circadian rhythm	PRKAA2	1
Circadian rhythm	PRKAB1	1
Circadian rhythm	PRKAB2	1
Circadian rhythm	PRKAG1	1
Circadian rhythm	PRKAG3	1
Circadian rhythm	PRKAG2	1
Circadian rhythm	CREB1	1
Circadian entrainment	GRIN1	1
Circadian entrainment	GRIN2A	1
Circadian entrainment	GRIN2B	1
Circadian entrainment	GRIN2C	1
Circadian entrainment	GRIN2D	1
Circadian entrainment	CALML3	1
Circadian entrainment	CALM2	1
Circadian entrainment	CALM3	1
Circadian entrainment	CALM1	1
Circadian entrainment	CALML6	1
Circadian entrainment	CALML5	1
Circadian entrainment	CALML4	1
Circadian entrainment	CAMK2A	1
Circadian entrainment	CAMK2D	1
Circadian entrainment	CAMK2B	1
Circadian entrainment	CAMK2G	1
Circadian entrainment	NOS1	1
Circadian entrainment	MAPK1	1
Circadian entrainment	MAPK3	1
Circadian entrainment	RPS6KA5	1
Circadian entrainment	CREB1	1
Circadian entrainment	ITPR1	1
Circadian entrainment	ITPR3	1
Circadian entrainment	RYR1	1
Circadian entrainment	RYR2	1
Circadian entrainment	RYR3	1
Circadian entrainment	NOS1AP	1
Circadian entrainment	RASD1	1
Circadian entrainment	GNAI1	1
Circadian entrainment	GNAI3	1
Circadian entrainment	GNAI2	1
Circadian entrainment	GNAO1	1
Circadian entrainment	GNB1	1
Circadian entrainment	GNB2	1
Circadian entrainment	GNB3	1
Circadian entrainment	GNB4	1
Circadian entrainment	GNB5	1
Circadian entrainment	GNG2	1
Circadian entrainment	GNG3	1
Circadian entrainment	GNG4	1
Circadian entrainment	GNG5	1
Circadian entrainment	GNG7	1
Circadian entrainment	GNG8	1
Circadian entrainment	GNG10	1
Circadian entrainment	GNG11	1
Circadian entrainment	GNG12	1
Circadian entrainment	GNG13	1
Circadian entrainment	GNGT1	1
Circadian entrainment	GNGT2	1
Circadian entrainment	GRIA1	1
Circadian entrainment	GRIA2	1
Circadian entrainment	GRIA3	1
Circadian entrainment	GRIA4	1
Circadian entrainment	CACNA1G	1
Circadian entrainment	CACNA1H	1
Circadian entrainment	CACNA1I	1
Circadian entrainment	ADCYAP1	1
Circadian entrainment	ADCYAP1R1	1
Circadian entrainment	GNAS	1
Circadian entrainment	ADCY1	1
Circadian entrainment	ADCY2	1
Circadian entrainment	ADCY3	1
Circadian entrainment	ADCY4	1
Circadian entrainment	ADCY5	1
Circadian entrainment	ADCY6	1
Circadian entrainment	ADCY7	1
Circadian entrainment	ADCY8	1
Circadian entrainment	ADCY9	1
Circadian entrainment	ADCY10	1
Circadian entrainment	PRKACA	1
Circadian entrainment	PRKACB	1
Circadian entrainment	PRKACG	1
Circadian entrainment	GUCY1A2	1
Circadian entrainment	GUCY1A1	1
Circadian entrainment	GUCY1B1	1
Circadian entrainment	PRKG1	1
Circadian entrainment	PRKG2	1
Circadian entrainment	CACNA1C	1
Circadian entrainment	CACNA1D	1
Circadian entrainment	MTNR1B	1
Circadian entrainment	MTNR1A	1
Circadian entrainment	GNAQ	1
Circadian entrainment	PLCB1	1
Circadian entrainment	PLCB2	1
Circadian entrainment	PLCB3	1
Circadian entrainment	PLCB4	1
Circadian entrainment	PRKCA	1
Circadian entrainment	PRKCB	1
Circadian entrainment	PRKCG	1
Circadian entrainment	KCNJ3	1
Circadian entrainment	KCNJ5	1
Circadian entrainment	KCNJ6	1
Circadian entrainment	KCNJ9	1
Circadian entrainment	PER1	1
Circadian entrainment	PER2	1
Circadian entrainment	PER3	1
Circadian entrainment	FOS	1
Thermogenesis	ADRB3	1
Thermogenesis	GNAS	1
Thermogenesis	ADCY1	1
Thermogenesis	ADCY2	1
Thermogenesis	ADCY3	1
Thermogenesis	ADCY4	1
Thermogenesis	ADCY5	1
Thermogenesis	ADCY6	1
Thermogenesis	ADCY7	1
Thermogenesis	ADCY8	1
Thermogenesis	ADCY9	1
Thermogenesis	ADCY10	1
Thermogenesis	PRKACA	1
Thermogenesis	PRKACB	1
Thermogenesis	PRKACG	1
Thermogenesis	CREB1	1
Thermogenesis	CREB3	1
Thermogenesis	CREB3L1	1
Thermogenesis	CREB3L2	1
Thermogenesis	CREB3L3	1
Thermogenesis	CREB3L4	1
Thermogenesis	CREB5	1
Thermogenesis	PRDM16	1
Thermogenesis	ZNF516	1
Thermogenesis	KDM1A	1
Thermogenesis	UCP1	1
Thermogenesis	KDM3A	1
Thermogenesis	KDM3B	1
Thermogenesis	SMARCA2	1
Thermogenesis	SMARCA4	1
Thermogenesis	SMARCB1	1
Thermogenesis	SMARCC1	1
Thermogenesis	SMARCC2	1
Thermogenesis	SMARCD1	1
Thermogenesis	SMARCD2	1
Thermogenesis	SMARCD3	1
Thermogenesis	SMARCE1	1
Thermogenesis	ACTG1	1
Thermogenesis	ACTB	1
Thermogenesis	ACTL6A	1
Thermogenesis	ACTL6B	1
Thermogenesis	ARID1B	1
Thermogenesis	ARID1A	1
Thermogenesis	DPF1	1
Thermogenesis	DPF3	1
Thermogenesis	PPARG	1
Thermogenesis	MAP3K5	1
Thermogenesis	MAP2K3	1
Thermogenesis	MAPK11	1
Thermogenesis	MAPK12	1
Thermogenesis	MAPK13	1
Thermogenesis	MAPK14	1
Thermogenesis	PPARGC1A	1
Thermogenesis	ATF2	1
Thermogenesis	SIRT6	1
Thermogenesis	FGF21	1
Thermogenesis	PLIN1	1
Thermogenesis	LIPE	1
Thermogenesis	PNPLA2	1
Thermogenesis	MGLL	1
Thermogenesis	PRKAA1	1
Thermogenesis	PRKAA2	1
Thermogenesis	PRKAB1	1
Thermogenesis	PRKAB2	1
Thermogenesis	PRKAG1	1
Thermogenesis	PRKAG3	1
Thermogenesis	PRKAG2	1
Thermogenesis	GCG	1
Thermogenesis	BMP8B	1
Thermogenesis	BMP8A	1
Thermogenesis	CNR1	1
Thermogenesis	NPPA	1
Thermogenesis	NPPB	1
Thermogenesis	NPR1	1
Thermogenesis	PRKG1	1
Thermogenesis	PRKG2	1
Thermogenesis	KLB	1
Thermogenesis	FGFR1	1
Thermogenesis	FRS2	1
Thermogenesis	GRB2	1
Thermogenesis	SOS1	1
Thermogenesis	SOS2	1
Thermogenesis	HRAS	1
Thermogenesis	KRAS	1
Thermogenesis	NRAS	1
Thermogenesis	RPS6KA3	1
Thermogenesis	RPS6KA1	1
Thermogenesis	RPS6KA2	1
Thermogenesis	RPS6KA6	1
Thermogenesis	TSC1	1
Thermogenesis	TSC2	1
Thermogenesis	RHEB	1
Thermogenesis	RPTOR	1
Thermogenesis	MTOR	1
Thermogenesis	MLST8	1
Thermogenesis	AKT1S1	1
Thermogenesis	RPS6KB1	1
Thermogenesis	RPS6KB2	1
Thermogenesis	RPS6	1
Thermogenesis	ACSL6	1
Thermogenesis	ACSL4	1
Thermogenesis	ACSL1	1
Thermogenesis	ACSL5	1
Thermogenesis	ACSL3	1
Thermogenesis	ND1	1
Thermogenesis	ND2	1
Thermogenesis	ND3	1
Thermogenesis	ND4	1
Thermogenesis	ND4L	1
Thermogenesis	ND5	1
Thermogenesis	ND6	1
Thermogenesis	NDUFS1	1
Thermogenesis	NDUFS2	1
Thermogenesis	NDUFS3	1
Thermogenesis	NDUFS4	1
Thermogenesis	NDUFS5	1
Thermogenesis	NDUFS6	1
Thermogenesis	NDUFS7	1
Thermogenesis	NDUFS8	1
Thermogenesis	NDUFV1	1
Thermogenesis	NDUFV2	1
Thermogenesis	NDUFV3	1
Thermogenesis	NDUFA1	1
Thermogenesis	NDUFA2	1
Thermogenesis	NDUFA3	1
Thermogenesis	NDUFA4	1
Thermogenesis	NDUFA4L2	1
Thermogenesis	NDUFA5	1
Thermogenesis	NDUFA6	1
Thermogenesis	NDUFA7	1
Thermogenesis	NDUFA8	1
Thermogenesis	NDUFA9	1
Thermogenesis	NDUFA10	1
Thermogenesis	NDUFAB1	1
Thermogenesis	NDUFA11	1
Thermogenesis	NDUFA12	1
Thermogenesis	NDUFA13	1
Thermogenesis	NDUFB1	1
Thermogenesis	NDUFB2	1
Thermogenesis	NDUFB3	1
Thermogenesis	NDUFB4	1
Thermogenesis	NDUFB5	1
Thermogenesis	NDUFB6	1
Thermogenesis	NDUFB7	1
Thermogenesis	NDUFB8	1
Thermogenesis	NDUFB9	1
Thermogenesis	NDUFB10	1
Thermogenesis	NDUFB11	1
Thermogenesis	NDUFC1	1
Thermogenesis	NDUFC2	1
Thermogenesis	NDUFC2-KCTD14	1
Thermogenesis	NDUFAF1	1
Thermogenesis	NDUFAF2	1
Thermogenesis	NDUFAF3	1
Thermogenesis	NDUFAF4	1
Thermogenesis	NDUFAF5	1
Thermogenesis	NDUFAF6	1
Thermogenesis	NDUFAF7	1
Thermogenesis	SDHA	1
Thermogenesis	SDHB	1
Thermogenesis	SDHC	1
Thermogenesis	SDHD	1
Thermogenesis	UQCRFS1	1
Thermogenesis	CYTB	1
Thermogenesis	CYC1	1
Thermogenesis	UQCRC1	1
Thermogenesis	UQCRC2	1
Thermogenesis	UQCRH	1
Thermogenesis	UQCRHL	1
Thermogenesis	UQCRB	1
Thermogenesis	UQCRQ	1
Thermogenesis	UQCR10	1
Thermogenesis	UQCR11	1
Thermogenesis	COX1	1
Thermogenesis	COX2	1
Thermogenesis	COX3	1
Thermogenesis	COX4I2	1
Thermogenesis	COX4I1	1
Thermogenesis	COX5A	1
Thermogenesis	COX5B	1
Thermogenesis	COX6A1	1
Thermogenesis	COX6A2	1
Thermogenesis	COX6B1	1
Thermogenesis	COX6B2	1
Thermogenesis	COX6C	1
Thermogenesis	COX7A1	1
Thermogenesis	COX7A2	1
Thermogenesis	COX7A2L	1
Thermogenesis	COX7B	1
Thermogenesis	COX7B2	1
Thermogenesis	COX7C	1
Thermogenesis	COX8C	1
Thermogenesis	COX8A	1
Thermogenesis	COX10	1
Thermogenesis	COX11	1
Thermogenesis	COX14	1
Thermogenesis	COX15	1
Thermogenesis	COX16	1
Thermogenesis	COX17	1
Thermogenesis	COX18	1
Thermogenesis	COX19	1
Thermogenesis	COX20	1
Thermogenesis	COA1	1
Thermogenesis	COA3	1
Thermogenesis	COA4	1
Thermogenesis	COA5	1
Thermogenesis	COA6	1
Thermogenesis	COA7	1
Thermogenesis	ATP5F1A	1
Thermogenesis	ATP5F1B	1
Thermogenesis	ATP5F1C	1
Thermogenesis	ATP5F1D	1
Thermogenesis	ATP5F1E	1
Thermogenesis	ATP5PO	1
Thermogenesis	ATP6	1
Thermogenesis	ATP5PB	1
Thermogenesis	ATP5MC1	1
Thermogenesis	ATP5MC2	1
Thermogenesis	ATP5MC3	1
Thermogenesis	ATP5PD	1
Thermogenesis	ATP5ME	1
Thermogenesis	ATP5MF	1
Thermogenesis	ATP5PF	1
Thermogenesis	ATP8	1
Thermogenesis	ATP5MG	1
Thermogenesis	CPT2	1
Thermogenesis	SLC25A29	1
Thermogenesis	SLC25A20	1
Thermogenesis	CPT1A	1
Thermogenesis	CPT1B	1
Thermogenesis	CPT1C	1
Pathways in cancer	DCC	1
Pathways in cancer	CASP3	1
Pathways in cancer	CASP9	1
Pathways in cancer	APPL1	1
Pathways in cancer	CDH1	1
Pathways in cancer	CTNNB1	1
Pathways in cancer	CTNNA3	1
Pathways in cancer	CTNNA1	1
Pathways in cancer	CTNNA2	1
Pathways in cancer	AXIN1	1
Pathways in cancer	AXIN2	1
Pathways in cancer	APC	1
Pathways in cancer	APC2	1
Pathways in cancer	GSK3B	1
Pathways in cancer	TCF7	1
Pathways in cancer	TCF7L1	1
Pathways in cancer	TCF7L2	1
Pathways in cancer	LEF1	1
Pathways in cancer	BIRC5	1
Pathways in cancer	MYC	1
Pathways in cancer	CCND1	1
Pathways in cancer	WNT1	1
Pathways in cancer	WNT2	1
Pathways in cancer	WNT2B	1
Pathways in cancer	WNT3	1
Pathways in cancer	WNT3A	1
Pathways in cancer	WNT4	1
Pathways in cancer	WNT5A	1
Pathways in cancer	WNT5B	1
Pathways in cancer	WNT6	1
Pathways in cancer	WNT7A	1
Pathways in cancer	WNT7B	1
Pathways in cancer	WNT8A	1
Pathways in cancer	WNT8B	1
Pathways in cancer	WNT9A	1
Pathways in cancer	WNT9B	1
Pathways in cancer	WNT10B	1
Pathways in cancer	WNT10A	1
Pathways in cancer	WNT11	1
Pathways in cancer	WNT16	1
Pathways in cancer	FZD1	1
Pathways in cancer	FZD7	1
Pathways in cancer	FZD2	1
Pathways in cancer	FZD3	1
Pathways in cancer	FZD4	1
Pathways in cancer	FZD5	1
Pathways in cancer	FZD8	1
Pathways in cancer	FZD6	1
Pathways in cancer	FZD10	1
Pathways in cancer	FZD9	1
Pathways in cancer	LRP5	1
Pathways in cancer	LRP6	1
Pathways in cancer	DVL3	1
Pathways in cancer	DVL2	1
Pathways in cancer	DVL1	1
Pathways in cancer	FRAT1	1
Pathways in cancer	FRAT2	1
Pathways in cancer	F2	1
Pathways in cancer	AGT	1
Pathways in cancer	F2R	1
Pathways in cancer	F2RL3	1
Pathways in cancer	LPAR1	1
Pathways in cancer	LPAR2	1
Pathways in cancer	LPAR3	1
Pathways in cancer	LPAR4	1
Pathways in cancer	LPAR5	1
Pathways in cancer	LPAR6	1
Pathways in cancer	AGTR1	1
Pathways in cancer	GNA12	1
Pathways in cancer	GNA13	1
Pathways in cancer	ARHGEF12	1
Pathways in cancer	ARHGEF11	1
Pathways in cancer	ARHGEF1	1
Pathways in cancer	PLEKHG5	1
Pathways in cancer	RHOA	1
Pathways in cancer	ROCK1	1
Pathways in cancer	ROCK2	1
Pathways in cancer	CXCL12	1
Pathways in cancer	CXCR4	1
Pathways in cancer	GNAI1	1
Pathways in cancer	GNAI3	1
Pathways in cancer	GNAI2	1
Pathways in cancer	PTGER1	1
Pathways in cancer	PTGER2	1
Pathways in cancer	PTGER3	1
Pathways in cancer	PTGER4	1
Pathways in cancer	GNAS	1
Pathways in cancer	ADCY1	1
Pathways in cancer	ADCY2	1
Pathways in cancer	ADCY3	1
Pathways in cancer	ADCY4	1
Pathways in cancer	ADCY5	1
Pathways in cancer	ADCY6	1
Pathways in cancer	ADCY7	1
Pathways in cancer	ADCY8	1
Pathways in cancer	ADCY9	1
Pathways in cancer	PRKACA	1
Pathways in cancer	PRKACB	1
Pathways in cancer	PRKACG	1
Pathways in cancer	GNB1	1
Pathways in cancer	GNB2	1
Pathways in cancer	GNB3	1
Pathways in cancer	GNB4	1
Pathways in cancer	GNB5	1
Pathways in cancer	GNG2	1
Pathways in cancer	GNG3	1
Pathways in cancer	GNG4	1
Pathways in cancer	GNG5	1
Pathways in cancer	GNG7	1
Pathways in cancer	GNG8	1
Pathways in cancer	GNG10	1
Pathways in cancer	GNG11	1
Pathways in cancer	GNG12	1
Pathways in cancer	GNG13	1
Pathways in cancer	GNGT1	1
Pathways in cancer	GNGT2	1
Pathways in cancer	COL4A2	1
Pathways in cancer	COL4A4	1
Pathways in cancer	COL4A6	1
Pathways in cancer	COL4A1	1
Pathways in cancer	COL4A5	1
Pathways in cancer	COL4A3	1
Pathways in cancer	LAMA1	1
Pathways in cancer	LAMA2	1
Pathways in cancer	LAMA3	1
Pathways in cancer	LAMA5	1
Pathways in cancer	LAMA4	1
Pathways in cancer	LAMB1	1
Pathways in cancer	LAMB2	1
Pathways in cancer	LAMB3	1
Pathways in cancer	LAMB4	1
Pathways in cancer	LAMC1	1
Pathways in cancer	LAMC2	1
Pathways in cancer	LAMC3	1
Pathways in cancer	FN1	1
Pathways in cancer	ITGA2	1
Pathways in cancer	ITGA2B	1
Pathways in cancer	ITGA3	1
Pathways in cancer	ITGA6	1
Pathways in cancer	ITGAV	1
Pathways in cancer	ITGB1	1
Pathways in cancer	PTK2	1
Pathways in cancer	PIK3CA	1
Pathways in cancer	PIK3CD	1
Pathways in cancer	PIK3CB	1
Pathways in cancer	PIK3R1	1
Pathways in cancer	PIK3R2	1
Pathways in cancer	PIK3R3	1
Pathways in cancer	PTEN	1
Pathways in cancer	NKX3-1	1
Pathways in cancer	AKT1	1
Pathways in cancer	AKT2	1
Pathways in cancer	AKT3	1
Pathways in cancer	CHUK	1
Pathways in cancer	IKBKB	1
Pathways in cancer	IKBKG	1
Pathways in cancer	NFKBIA	1
Pathways in cancer	NFKB1	1
Pathways in cancer	NFKB2	1
Pathways in cancer	RELA	1
Pathways in cancer	PTGS2	1
Pathways in cancer	NOS2	1
Pathways in cancer	BCL2	1
Pathways in cancer	BIRC2	1
Pathways in cancer	BIRC3	1
Pathways in cancer	XIAP	1
Pathways in cancer	BIRC7	1
Pathways in cancer	BCL2L1	1
Pathways in cancer	TRAF1	1
Pathways in cancer	TRAF2	1
Pathways in cancer	TRAF3	1
Pathways in cancer	TRAF4	1
Pathways in cancer	TRAF5	1
Pathways in cancer	TRAF6	1
Pathways in cancer	MTOR	1
Pathways in cancer	RPS6KB1	1
Pathways in cancer	RPS6KB2	1
Pathways in cancer	BAD	1
Pathways in cancer	FOXO1	1
Pathways in cancer	MDM2	1
Pathways in cancer	TP53	1
Pathways in cancer	CDKN1B	1
Pathways in cancer	CDKN1A	1
Pathways in cancer	BCR	1
Pathways in cancer	ABL1	1
Pathways in cancer	CRK	1
Pathways in cancer	CRKL	1
Pathways in cancer	CBL	1
Pathways in cancer	STAT5A	1
Pathways in cancer	STAT5B	1
Pathways in cancer	PIM1	1
Pathways in cancer	PIM2	1
Pathways in cancer	KNG1	1
Pathways in cancer	EDN1	1
Pathways in cancer	BDKRB1	1
Pathways in cancer	BDKRB2	1
Pathways in cancer	EDNRA	1
Pathways in cancer	EDNRB	1
Pathways in cancer	GNAQ	1
Pathways in cancer	GNA11	1
